inst#,actual,predicted,error
252,37,33.133,-3.867
253,47,52.382,5.382
254,30,32.25,2.25
255,58,55.652,-2.348
256,38,34.842,-3.158
257,38,30.841,-7.159
258,26,21.542,-4.458
259,14,10.731,-3.269
260,39,32.091,-6.909
261,33,30.668,-2.332
262,40,40.851,0.851
263,56,50.998,-5.002
264,13,14.765,1.765
265,17,19.78,2.78
266,29,27.343,-1.657
267,7,7.223,0.223
268,28,29.805,1.805
269,46,44.23,-1.77
270,20,17.322,-2.678
271,14,6.829,-7.171
272,33,28.783,-4.217
273,18,20.63,2.63
274,19,15.492,-3.508
275,54,55.845,1.845
276,-10,-8.705,1.295
277,46,44.987,-1.013
278,39,37.428,-1.572
279,55,48.961,-6.039
280,59,55.072,-3.928
281,65,60.469,-4.531
282,-2,5.677,7.677
283,28,32.374,4.374
284,18,23.531,5.531
285,27,27.326,0.326
286,53,61.335,8.335
287,30,29.515,-0.485
288,48,48.38,0.38
289,32,33.675,1.675
290,31,27.871,-3.129
291,36,40.77,4.77
292,13,9.896,-3.104
293,54,49.541,-4.459
294,33,32.56,-0.44
295,45,51.157,6.157
296,5,8.541,3.541
297,26,20.523,-5.477
298,24,33.163,9.163
299,39,36.431,-2.569
300,23,21.591,-1.409
301,56,49.935,-6.065
302,42,40.836,-1.164
303,53,49.165,-3.835
304,28,24.117,-3.883
305,17,13.003,-3.997
306,36,39.034,3.034
307,34,33.928,-0.072
308,10,7.689,-2.311
309,70,66.052,-3.948
310,1,-0.42,-1.42
311,12,12.633,0.633
312,26,22.012,-3.988
313,5,9.655,4.655
314,30,26.639,-3.361
315,36,35.014,-0.986
316,-14,-9.869,4.131
317,65,62.081,-2.919
318,49,60.434,11.434
319,54,65.427,11.427
320,34,30.571,-3.429
321,59,60.683,1.683
322,49,46.779,-2.221
323,61,61.522,0.522
324,-2,-3.486,-1.486
325,53,56.518,3.518
326,14,17.499,3.499
327,58,57.175,-0.825
328,33,39.618,6.618
329,46,43.274,-2.726
330,15,25.123,10.123
331,13,12.067,-0.933
332,44,55.621,11.621
333,53,49.216,-3.784
334,28,23.117,-4.883
335,30,26.945,-3.055
336,27,23.29,-3.71
337,16,14.088,-1.912
338,46,41.058,-4.942
339,30,21.674,-8.326
340,37,30.095,-6.905
341,59,54.969,-4.031
342,11,12.461,1.461
343,13,7.14,-5.86
344,30,23.682,-6.318
345,49,45.615,-3.385
346,31,27.826,-3.174
347,42,41.485,-0.515
348,8,4.167,-3.833
349,52,47.621,-4.379
350,34,46.761,12.761
351,13,11.014,-1.986
