1,64,69.388,5.388
2,64,70.323,6.323
3,48,57.074,9.074
4,34,32.4,-1.6
5,45,56.172,11.172
6,73,71.669,-1.331
7,28,25.8,-2.2
8,51,52.455,1.455
9,63,64.509,1.509
10,17,24.106,7.106
11,73,70.945,-2.055
12,48,50.698,2.698
13,43,41.838,-1.162
14,70,71.864,1.864
15,48,43.861,-4.139
16,41,34.872,-6.128
17,69,71.716,2.716
18,48,54.478,6.478
19,55,51.58,-3.42
20,37,42.609,5.609
21,64,62.193,-1.807
22,62,59.283,-2.717
23,48,55.857,7.857
24,21,24.502,3.502
25,66,72.28,6.28
26,57,62.244,5.244
27,48,59.927,11.927
28,15,17.415,2.415
29,21,27.964,6.964
30,24,21.691,-2.309
31,66,65.576,-0.424
32,30,28.775,-1.225
33,27,29.153,2.153
34,64,66.737,2.737
35,68,65.608,-2.392
36,35,28.609,-6.391
37,33,37.774,4.774
38,15,17.129,2.129
39,17,23.945,6.945
40,66,65.085,-0.915
41,63,57.541,-5.459
42,54,54.76,0.76
43,43,43.901,0.901
44,21,25.082,4.082
45,68,71.359,3.359
46,30,30.773,0.773
47,54,52.867,-1.133
48,37,39.537,2.537
49,39,46.144,7.144
50,43,48.007,5.007
51,28,24.215,-3.785
52,42,39.803,-2.197
53,45,36.311,-8.689
54,51,50.43,-0.57
55,45,49.979,4.979
56,66,67.301,1.301
57,48,44.342,-3.658
58,60,59.758,-0.242
59,33,32.891,-0.109
60,34,27.519,-6.481
61,24,22.687,-1.313
62,27,28.696,1.696
63,15,22.945,7.945
64,72,71.324,-0.676
65,66,71.078,5.078
66,53,53.004,0.004
67,27,32.869,5.869
68,26,26.703,0.703
69,28,25.448,-2.552
70,44,47.353,3.353
71,62,66.253,4.253
72,57,56.161,-0.839
73,66,67.145,1.145
74,32,39.684,7.684
75,48,51.704,3.704
76,23,27.267,4.267
77,60,65.881,5.881
78,12,24.702,12.702
79,51,50.511,-0.489
80,51,45.467,-5.533
81,43,45.38,2.38
82,21,18.832,-2.168
83,39,31.778,-7.222
84,71,75.444,4.444
85,19,17.252,-1.748
86,68,69.639,1.639
87,59,59.936,0.936
88,66,67.505,1.505
89,48,47.479,-0.521
90,69,65.301,-3.699
91,35,43.801,8.801
92,66,68.712,2.712
93,62,53.715,-8.285
94,10,12.788,2.788
95,39,40.758,1.758
96,28,33.808,5.808
97,26,27.862,1.862
98,3,14.802,11.802
99,33,32.214,-0.786
100,63,64.11,1.11
101,61,65.363,4.363
102,21,26.697,5.697
103,72,70.289,-1.711
104,64,66.878,2.878
105,64,63.155,-0.845
106,18,15.63,-2.37
107,69,66.605,-2.395
108,57,63.622,6.622
109,21,27.14,6.14
110,30,30.125,0.125
111,64,65.737,1.737
112,57,63.092,6.092
113,63,64.179,1.179
114,64,63.26,-0.74
115,69,66.81,-2.19
116,70,71.471,1.471
117,70,69.481,-0.519
118,32,28.891,-3.109
119,36,42.991,6.991
120,18,24.805,6.805
121,37,40.858,3.858
122,63,60.661,-2.339
123,57,62.023,5.023
124,57,59.92,2.92
125,68,67.12,-0.88
126,70,73.166,3.166
127,14,16.047,2.047
128,28,23.112,-4.888
129,18,25.848,7.848
130,32,32.322,0.322
131,21,24.151,3.151
132,36,27.797,-8.203
133,33,36.44,3.44
134,32,34.268,2.268
135,46,49.926,3.926
136,34,37.791,3.791
137,41,47.304,6.304
138,36,31.272,-4.728
139,42,50.43,8.43
140,36,36.989,0.989
141,72,72.257,0.257
142,46,52.989,6.989
143,46,48.799,2.799
144,54,60.05,6.05
145,70,67.57,-2.43
146,71,70.8,-0.2
147,42,40.852,-1.148
148,72,70.446,-1.554
149,35,39.113,4.113
150,68,67.875,-0.125
151,10,14.344,4.344
152,66,58.582,-7.418
153,15,19.061,4.061
154,39,43.781,4.781
155,61,64.602,3.602
156,66,69.867,3.867
157,30,31.197,1.197
158,19,30.095,11.095
159,64,64.306,0.306
160,43,40.553,-2.447
161,62,65.964,3.964
162,72,67.757,-4.243
163,35,40.637,5.637
164,30,31.899,1.899
165,18,22.211,4.211
166,30,42.018,12.018
167,69,70.678,1.678
168,30,42.247,12.247
169,52,50.993,-1.007
170,18,28.492,10.492
171,69,70.78,1.78
172,46,47.614,1.614
173,63,64.602,1.602
174,57,56.061,-0.939
175,63,62.069,-0.931
176,66,65.17,-0.83
177,51,46.311,-4.689
178,30,36.364,6.364
179,69,69.479,0.479
180,41,43.52,2.52
181,28,27.172,-0.828
182,55,56.942,1.942
183,37,45.104,8.104
184,64,64.434,0.434
185,59,63.934,4.934
186,61,62.397,1.397
187,37,30.156,-6.844
188,72,74.089,2.089
189,50,52.636,2.636
190,34,40.571,6.571
191,46,46.666,0.666
192,33,30.494,-2.506
193,24,20.353,-3.647
194,25,25.823,0.823
195,66,65.313,-0.687
196,19,15.974,-3.026
197,68,68.384,0.384
198,60,57.978,-2.022
199,52,47.857,-4.143
200,63,63.896,0.896
201,37,38.412,1.412
202,44,51.006,7.006
203,48,54.176,6.176
204,57,58.835,1.835
205,12,13.959,1.959
206,30,30.156,0.156
207,68,69.249,1.249
208,48,52.03,4.03
209,63,62.497,-0.503
210,21,25.738,4.738
211,46,39.945,-6.055
212,48,44.21,-3.79
213,79,77.469,-1.531
214,34,38.595,4.595
215,21,23.436,2.436
216,48,56.487,8.487
217,55,58.587,3.587
218,35,41.085,6.085
219,27,26.806,-0.194
220,48,43.266,-4.734
221,21,24.742,3.742
222,64,64.381,0.381
223,57,63.552,6.552
224,62,65.08,3.08
225,37,32.13,-4.87
226,21,23.551,2.551
227,60,49.87,-10.13
228,70,73.843,3.843
229,59,61.396,2.396
230,44,50.861,6.861
231,28,45.712,17.712
232,64,59.45,-4.55
233,28,31.145,3.145
234,50,56.173,6.173
235,43,45.078,2.078
236,43,42.533,-0.467
237,64,64.552,0.552
238,42,52.185,10.185
239,48,57.679,9.679
240,43,36.597,-6.403
241,62,60.56,-1.44
242,8,16.505,8.505
243,48,50.38,2.38
244,57,64.013,7.013
245,42,39.673,-2.327
246,71,68.384,-2.616
247,64,65.155,1.155
248,21,34.059,13.059
249,33,36.85,3.85
250,25,36.735,11.735
251,10,20.463,10.463
252,43,44.613,1.613
253,62,59.257,-2.743
254,39,42.466,3.466
255,61,65.01,4.01
256,46,46.97,0.97
257,39,42.726,3.726
258,34,36.355,2.355
259,23,27.188,4.188
260,41,43.781,2.781
261,37,45.7,8.7
262,46,48.354,2.354
263,57,63.401,6.401
264,21,27.094,6.094
265,34,33.288,-0.712
266,34,39.032,5.032
267,21,22.34,1.34
268,39,37.65,-1.35
269,53,59.188,6.188
270,30,33.578,3.578
271,21,25.029,4.029
272,37,41.563,4.563
273,34,31.592,-2.408
274,28,30.016,2.016
275,63,67.606,4.606
276,10,13.203,3.203
277,50,58.407,8.407
278,45,49.266,4.266
279,55,60.946,5.946
280,61,62.331,1.331
281,64,69.75,5.75
282,17,18.05,1.05
283,39,40.558,1.558
284,34,32.041,-1.959
285,35,39.186,4.186
286,69,64.707,-4.293
287,39,40.637,1.637
288,61,57.653,-3.347
289,44,42.827,-1.173
290,37,39.935,2.935
291,53,47.561,-5.439
292,21,29.576,8.576
293,55,63.532,8.532
294,39,45.337,6.337
295,55,56.613,1.613
296,25,20.839,-4.161
297,33,35.446,2.446
298,46,40.867,-5.133
299,44,44.835,0.835
300,30,33.23,3.23
301,55,65.01,10.01
302,48,54.759,6.759
303,54,61.427,7.427
304,36,42.221,6.221
305,27,28.113,1.113
306,48,47.05,-0.95
307,39,43.432,4.432
308,24,21.472,-2.528
309,73,73.281,0.281
310,9,16.195,7.195
311,28,25.935,-2.065
312,32,34.326,2.326
313,17,20.652,3.652
314,34,44.255,10.255
315,48,46.963,-1.037
316,9,10.84,1.84
317,69,70.088,1.088
318,66,67.207,1.207
319,72,69.426,-2.574
320,39,45.661,6.661
321,66,68.35,2.35
322,53,60.825,7.825
323,69,69.209,0.209
324,3,17.346,14.346
325,66,62.099,-3.901
326,27,26.303,-0.697
327,64,64.617,0.617
328,43,50.384,7.384
329,52,54.644,2.644
330,33,31.938,-1.062
331,26,24.892,-1.108
332,64,59.531,-4.469
333,57,60.386,3.386
334,34,33.707,-0.293
335,39,37.929,-1.071
336,30,37.243,7.243
337,23,25.895,2.895
338,46,56.437,10.437
339,30,36.45,6.45
340,39,40.58,1.58
341,61,66.145,5.145
342,26,24.49,-1.51
343,21,25.549,4.549
344,36,36.51,0.51
345,52,57.387,5.387
346,36,42.415,6.415
347,50,49.298,-0.702
348,18,20.697,2.697
349,57,60.132,3.132
350,54,48.487,-5.513
351,27,26.244,-0.756
352,36,46.796,10.796
353,34,41.996,7.996
354,72,70.895,-1.105
355,30,33.1,3.1
356,37,49.179,12.179
357,12,15.951,3.951
358,30,32.447,2.447
359,60,65.259,5.259
360,66,69.276,3.276
361,39,50.038,11.038
362,46,50.888,4.888
363,37,32.172,-4.828
364,39,37.997,-1.003
365,44,45.249,1.249
366,39,44.652,5.652
367,63,61.926,-1.074
368,55,58.123,3.123
369,68,72.022,4.022
370,46,42.149,-3.851
371,39,28.384,-10.616
372,30,27.791,-2.209
