inst#,actual,predicted,error
255,61,63.212,2.212
256,46,44.515,-1.485
257,39,40.433,1.433
258,34,33.777,-0.223
259,23,26.369,3.369
260,41,41.35,0.35
261,37,42.125,5.125
262,46,45.91,-0.09
263,57,60.817,3.817
264,21,26.826,5.826
265,34,30.841,-3.159
266,34,37.394,3.394
267,21,23.259,2.259
268,39,35.906,-3.094
269,53,56.914,3.914
270,30,30.733,0.733
271,21,24.729,3.729
272,37,39.585,2.585
273,34,29.765,-4.235
274,28,29.164,1.164
275,63,64.724,1.724
276,10,13.35,3.35
277,50,55.489,5.489
278,45,45.331,0.331
279,55,59.68,4.68
280,61,62.771,1.771
281,64,67.096,3.096
282,17,20.535,3.535
283,39,38.297,-0.703
284,34,31.133,-2.867
285,35,36.568,1.568
286,69,61.838,-7.162
287,39,38.401,-0.599
288,61,56.372,-4.628
289,44,40.763,-3.237
290,37,37.773,0.773
291,53,44.953,-8.047
292,21,28.094,7.094
293,55,60.597,5.597
294,39,42.112,3.112
295,55,53.074,-1.926
296,25,21.961,-3.039
297,33,33.066,0.066
298,46,38.119,-7.881
299,44,42.156,-1.844
300,30,32.696,2.696
301,55,62.706,7.706
302,48,50.471,2.471
303,54,58.701,4.701
304,36,39.636,3.636
305,27,26.621,-0.379
306,48,44.142,-3.858
307,39,41.463,2.463
308,24,21.302,-2.698
309,73,69.133,-3.867
310,9,17.18,8.18
311,28,25.532,-2.468
312,32,32.228,0.228
313,17,21.147,4.147
314,34,41.06,7.06
315,48,43.898,-4.102
316,9,9.653,0.653
317,69,67.59,-1.41
318,66,63.82,-2.18
319,72,65.418,-6.582
320,39,42.541,3.541
321,66,65.447,-0.553
322,53,57.608,4.608
323,69,66.583,-2.417
324,3,18.82,15.82
325,66,58.878,-7.122
326,27,26.875,-0.125
327,64,62.876,-1.124
328,43,50.347,7.347
329,52,49.611,-2.389
330,33,31.806,-1.194
331,26,24.42,-1.58
332,64,58.738,-5.262
333,57,58.393,1.393
334,34,31.834,-2.166
335,39,35.356,-3.644
336,30,35.205,5.205
337,23,26.909,3.909
338,46,53.486,7.486
339,30,34.701,4.701
340,39,38.503,-0.497
341,61,63.722,2.722
342,26,23.978,-2.022
343,21,24.857,3.857
344,36,33.34,-2.66
345,52,54.764,2.764
346,36,40.18,4.18
347,50,46.571,-3.429
348,18,20.731,2.731
349,57,58.086,1.086
350,54,46.378,-7.622
351,27,25.839,-1.161
352,36,44.944,8.944
353,34,38.94,4.94
354,72,67.862,-4.138
355,30,31.902,1.902
356,37,44.872,7.872
357,12,16.171,4.171
358,30,31.905,1.905
359,60,62.769,2.769
360,66,67.055,1.055
361,39,46.571,7.571
362,46,46.84,0.84
363,37,35.354,-1.646
364,39,36.947,-2.053
365,44,43.192,-0.808
366,39,41.166,2.166
367,63,61.144,-1.856
368,55,55.772,0.772
369,68,68.04,0.04
370,46,39.645,-6.355
371,39,33.176,-5.824
372,30,28.132,-1.868
